id,propositions,nl_sentence,dataset_tl
4965,"['prop_1', 'prop_2', 'prop_3']","Globally , when ( prop_1 ) , or the event that ( prop_2 ) is detected then ( prop_3 ) .",G((prop_1 | prop_2) -> G prop_3)
4966,"['prop_1', 'prop_2', 'prop_3']","Globally , if the scenario that ( prop_2 ) gets observed then all of the following conditions are true : simultaneously ( prop_3 ) , or right away ( prop_1 ) .",G(prop_2 -> (prop_3 | prop_1))
4967,"['prop_1', 'prop_2']",(prop_2) as you (prop_1).,(prop_2 -> prop_1)
4968,"['prop_1', 'prop_2']","when when possible ( prop_1 ) , ( prop_2 )",( F prop_1 -> prop_2)
4969,"['prop_1', 'prop_2', 'prop_3']","In the case the scenario that ( prop_2 ) takes place , then the following condition holds : immediately ( prop_3 ) and the transition action that ( prop_1 ) will get observed immediately .",G(prop_2 -> (prop_3 & prop_1))
4970,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_1 ) and ( prop_2 ) , then ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
4971,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_3 ) , then in response at the same time instant ( prop_1 ) and ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
4972,"['prop_1', 'prop_2']",Make sure you do not (prop_1) until (prop_2).,(~prop_1 U prop_2)
4973,"['prop_1', 'prop_2', 'prop_3']","Globally , if ( prop_3 ) , or ( prop_2 ) then the following condition holds : finally there shall exist a certain time instant in the future before the end of the execution , after which ( prop_1 ) .",G((prop_3 | prop_2) -> F( G prop_1))
4974,"['prop_1', 'prop_2', 'prop_3']","Globally , if the transition action that ( prop_3 ) is detected then in response the transition action that ( prop_2 ) ought to occur right away or immediately ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
4975,"['prop_1', 'prop_2']","If (prop_2), (prop_1).",(prop_2 -> prop_1)
4976,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the scenario that ( prop_2 ) occurs , then the following condition is true : ( prop_3 ) and the scenario that ( prop_1 ) ought to happen at once .",G(prop_2 -> (prop_3 & prop_1))
4977,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
4978,"['prop_1', 'prop_2', 'prop_3', 'prop_4']",If ( prop_4 ) or ( prop_3 ) or ( prop_2 ) then ( prop_1 ) .,(((prop_4 | prop_3) | prop_2) -> prop_1)
4979,"['prop_1', 'prop_2']","Globally , when ( prop_1 ) , then all of the following conditions are true : starting without any delay ( prop_2 ) .",G(prop_1 -> prop_2)
4980,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","In the event that ( prop_2 ) or ( prop_4 ) , then ( prop_3 ) , and ( prop_1 ) .",G((prop_2 | prop_4) -> (prop_3 & prop_1))
4981,"['prop_1', 'prop_2', 'prop_3']",In the event that ( prop_2 ) and ( prop_3 ) then in response simultaneously ( prop_1 ) .,G((prop_2 & prop_3) -> prop_1)
4982,"['prop_1', 'prop_2']",In the event that ( prop_1 ) then the following condition is true : in no time ( prop_2 ) .,G(prop_1 -> prop_2)
4983,"['prop_1', 'prop_2', 'prop_3']","While ( prop_2 ) , and ( prop_3 ) , then the following condition holds : for each moment in the future before the end of the execution there must be a certain time instant during the subsequent 7 to 21 time units finally , at which ( prop_1 ) .",G((prop_2 & prop_3) -> G( F prop_1))
4984,"['prop_1', 'prop_2', 'prop_3']",If it is not the case that ( prop_1 ) or ( prop_3 ) then ( prop_2 ) .,(~(prop_1 | prop_3) -> prop_2)
4985,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , in case that ( prop_1 ) , or the event that ( prop_2 ) gets observed then in response ( prop_4 ) or the event that ( prop_3 ) will happen at the same moment .",G((prop_1 | prop_2) -> (prop_4 | prop_3))
4986,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_3 ) then all of the following conditions hold : there will have to be sometime in the future before the simulation ends , at which ( prop_1 ) , and till then ( prop_2 ) .",G(prop_3 -> (prop_1 U prop_2))
4987,"['prop_1', 'prop_2']",( prop_1 ) until whenever ( prop_2 ),(prop_1 U F prop_2)
4988,"['prop_1', 'prop_2']","if whenever ( prop_1 ) , when possible ( prop_2 )",( F prop_1 -> F prop_2)
4989,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_3 ) , then all of the following conditions are true : ( prop_2 ) or ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
4990,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_1 ) , or ( prop_2 ) , then ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3)
4991,"['prop_1', 'prop_2']","if when possible ( prop_1 ) , at some time ( prop_2 )",( F prop_1 -> F prop_2)
4992,"['prop_1', 'prop_2']",whenever ( prop_1 ) or forever ( prop_2 ),F(prop_1 | G prop_2)
4993,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that ( prop_3 ) or the event that ( prop_1 ) occurs then for each moment in the future ( prop_2 ) .",G((prop_3 | prop_1) -> G( F prop_2))
4994,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_2 | prop_1) -> (prop_3 U prop_4))
4995,"['prop_1', 'prop_2']",when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
4996,"['prop_1', 'prop_2', 'prop_3']",In the case the event that ( prop_1 ) happens then the following condition holds : the transition action that ( prop_2 ) immediately occurs or at the same moment ( prop_3 ) .,G(prop_1 -> (prop_2 | prop_3))
4997,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","On condition that ( prop_1 ) and the transition action that ( prop_4 ) does n't occur , then the following condition is true : starting without any delay the scenario that ( prop_2 ) will never happen or without any delay ( prop_3 ) .",G((prop_1 & prop_4) -> (prop_2 | prop_3))
4998,"['prop_1', 'prop_2', 'prop_3']","It is always the case that if the scenario that ( prop_3 ) occurs then all of the following conditions hold : right away ( prop_2 ) , or at once ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
4999,"['prop_1', 'prop_2', 'prop_3']","Globally , if the transition action that ( prop_2 ) gets observed then all of the following conditions hold : without any delay ( prop_3 ) , and ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
5000,"['prop_1', 'prop_2', 'prop_3']",It is always the case that everytime when ( prop_2 ) and the scenario that ( prop_3 ) happens then all of the following conditions hold : immediately ( prop_1 ) .,G((prop_2 & prop_3) -> prop_1)
5001,"['prop_1', 'prop_2']",repeatedly ( prop_1 ) or at any time ( prop_2 ),G( F prop_1 | F prop_2)
5002,"['prop_1', 'prop_2', 'prop_3']","While ( prop_3 ) , and ( prop_1 ) , then the following condition is true : right away ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
5003,"['prop_1', 'prop_2', 'prop_3']","If (prop_3) is always true, then whenever (prop_2), (prop_1) should also be true .",( G prop_3 -> (prop_2 -> prop_1))
5004,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that ( prop_3 ) then ( prop_1 ) , and without any delay ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
5005,"['prop_1', 'prop_2']",( prop_1 ) or when possible ( prop_2 ),(prop_1 | F prop_2)
5006,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_2 ) , or ( prop_1 ) then in response promptly ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
5007,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when ( prop_2 ) and ( prop_1 ) then the following condition is true : ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
5008,"['prop_1', 'prop_2', 'prop_3']","Globally , whenever ( prop_2 ) , or ( prop_3 ) , then all of the following conditions are true : ( prop_1 ) .",G((prop_2 | prop_3) -> F prop_1)
5009,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that ( prop_1 ) or ( prop_3 ) , then all of the following conditions are true : in no time ( prop_2 ) .",G((prop_1 | prop_3) -> prop_2)
5010,"['prop_1', 'prop_2', 'prop_3']","If ( prop_2 ) does not happen , then ( prop_1 ) , and also ( prop_3 ) .",((~prop_2 -> prop_1) & prop_3)
5011,"['prop_1', 'prop_2', 'prop_3']","In the event that ( prop_1 ) , and ( prop_2 ) then all of the following conditions hold : ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
5012,"['prop_1', 'prop_2', 'prop_3']","It is always the case that if the scenario that ( prop_1 ) occurs , then the following condition holds : ( prop_3 ) and ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
5013,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_3 ) and ( prop_1 ) , then all of the following conditions are true : ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
5014,"['prop_1', 'prop_2']","It is always the case that everytime when the scenario that ( prop_1 ) takes place , then the following condition holds : ( prop_2 ) .",G(prop_1 -> prop_2)
5015,"['prop_1', 'prop_2']",at some time ( prop_1 ) until never ( prop_2 ),F(prop_1 U G(~prop_2))
5016,"['prop_1', 'prop_2']",It is always the case that when ( prop_1 ) then the following condition holds : simultaneously ( prop_2 ) .,G(prop_1 -> prop_2)
5017,"['prop_1', 'prop_2']","when ( prop_1 ) , whenever ( prop_2 )",(prop_1 -> F prop_2)
5018,"['prop_1', 'prop_2']","Globally , whenever ( prop_1 ) , then ( prop_2 ) .",G(prop_1 -> prop_2)
5019,"['prop_1', 'prop_2', 'prop_3']","Whenever ( prop_1 ) , or the event that ( prop_2 ) is detected , then in response finally there will have to exist a certain time instant in the future , at which ( prop_3 ) .",G((prop_1 | prop_2) -> F prop_3)
5020,"['prop_1', 'prop_2']",( prop_1 ) or at some time ( prop_2 ),(prop_1 | F prop_2)
5021,"['prop_1', 'prop_2']","It is always the case that in case that the transition action that ( prop_1 ) gets observed , then the following condition is true : at the same time point ( prop_2 ) -RSB- .",G(prop_1 -> prop_2)
5022,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","If (prop_1) happens, then make (prop_2) happen, and keep this until (prop_4) happens and then make (prop_3) happen .",((prop_1 -> prop_2) U (prop_4 -> prop_3))
5023,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when the transition action that ( prop_1 ) happens , then the following condition is true : ( prop_2 ) and ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
5024,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_1 ) , or ( prop_2 ) , then all of the following conditions hold : right away ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3)
5025,"['prop_1', 'prop_2', 'prop_3']","As soon as ( prop_2 ) , then the transition action that ( prop_1 ) will take place starting without any delay , or at the same moment ( prop_3 ) .",G(prop_2 -> (prop_1 | prop_3))
5026,"['prop_1', 'prop_2', 'prop_3']","It is always the case that if the transition action that ( prop_2 ) gets detected then all of the following conditions are true : without any delay the transition action that ( prop_1 ) should happen , or at the same time point ( prop_3 ) .",G(prop_2 -> (prop_1 | prop_3))
5027,"['prop_1', 'prop_2', 'prop_3']",When the transition action that ( prop_3 ) is detected then the following condition holds : the transition action that ( prop_2 ) has to take place simultaneously or starting without any delay ( prop_1 ) .,G(prop_3 -> (prop_2 | prop_1))
5028,"['prop_1', 'prop_2', 'prop_3']","During the interval that ( prop_1 ) , and ( prop_2 ) then all of the following conditions hold : for every time point in the future until the end of the execution at a certain time instant during the next 78 time units ( prop_3 ) .",G((prop_1 & prop_2) -> G( F prop_3))
5029,"['prop_1', 'prop_2']",( prop_1 ) and at some time ( prop_2 ),(prop_1 & F prop_2)
5030,"['prop_1', 'prop_2', 'prop_3']","Globally , when the event that ( prop_3 ) gets observed , then the following condition holds : ( prop_1 ) or ( prop_2 ) .",G(prop_3 -> (prop_1 | prop_2))
5031,"['prop_1', 'prop_2']",at some time ( prop_1 ) means that ( prop_2 ),( F prop_1 -> prop_2)
5032,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_3 ) , and ( prop_1 ) , then in response ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
5033,"['prop_1', 'prop_2', 'prop_3']","Globally , whenever the scenario that ( prop_2 ) is observed then all of the following conditions hold : the transition action that ( prop_1 ) should happen immediately , or ( prop_3 ) .",G(prop_2 -> (prop_1 | prop_3))
5034,"['prop_1', 'prop_2', 'prop_3']","Whenever ( prop_3 ) or ( prop_2 ) happens, then ( prop_1 ) will be true.",G((prop_3 | prop_2) -> prop_1)
5035,"['prop_1', 'prop_2', 'prop_3']","It is always the case that if ( prop_1 ) , then at the same time instant the event that ( prop_3 ) gets detected , and starting without any delay ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
5036,"['prop_1', 'prop_2']",when possible ( prop_1 ) and when possible ( prop_2 ),F(prop_1 & F prop_2)
5037,"['prop_1', 'prop_2', 'prop_3']","Globally , if the event that ( prop_1 ) gets observed , then at the same time ( prop_2 ) , and instantly ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
5038,"['prop_1', 'prop_2', 'prop_3']",If the event that ( prop_3 ) is observed then the following condition is true : ( prop_2 ) or ( prop_1 ) .,G(prop_3 -> (prop_2 | prop_1))
5039,"['prop_1', 'prop_2', 'prop_3']",When ( prop_1 ) or the scenario that ( prop_3 ) is observed then ( prop_2 ) .,G((prop_1 | prop_3) -> prop_2)
5040,"['prop_1', 'prop_2']",when possible ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
5041,"['prop_1', 'prop_2', 'prop_3']","If ( prop_2 ) , or ( prop_1 ) , then the following condition is true : ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
5042,"['prop_1', 'prop_2']",( prop_1 ) and ( prop_2 ),(prop_1 & prop_2)
5043,"['prop_1', 'prop_2']",at some time ( prop_1 ) means that ( prop_2 ),( F prop_1 -> prop_2)
5044,"['prop_1', 'prop_2']",at some time ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
5045,"['prop_1', 'prop_2', 'prop_3']","Globally , when the scenario that ( prop_3 ) gets detected then all of the following conditions are true : ( prop_1 ) , or the event that ( prop_2 ) will get observed starting without any delay .",G(prop_3 -> (prop_1 | prop_2))
5046,"['prop_1', 'prop_2']",If ( prop_1 ) then instantly ( prop_2 ) .,G(prop_1 -> prop_2)
5047,"['prop_1', 'prop_2']",In the case ( prop_1 ) then in response at the same time point ( prop_2 ) .,G(prop_1 -> prop_2)
5048,"['prop_1', 'prop_2']",when possible ( prop_1 ) and when possible ( prop_2 ),F(prop_1 & F prop_2)
5049,"['prop_1', 'prop_2', 'prop_3']",It is always the case that if the event that ( prop_2 ) occurs then in response at the same time the transition action that ( prop_3 ) should get detected and ( prop_1 ) .,G(prop_2 -> (prop_3 & prop_1))
5050,"['prop_1', 'prop_2']",when possible ( prop_1 ) or whenever ( prop_2 ),F(prop_1 | F prop_2)
5051,"['prop_1', 'prop_2', 'prop_3']","As soon as ( prop_3 ) , then in response eventually at a certain time instant in the future before the end of the simulation ( prop_1 ) , till then ( prop_2 ) .",G(prop_3 -> (prop_1 U prop_2))
5052,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Keep (prop_1) until (prop_3), and in the meantime,  if (prop_4) then (prop_2) should happen .",((prop_1 U prop_3) & (prop_4 -> prop_2))
5053,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when the event that ( prop_1 ) happens then the following condition holds : at a certain time instant in the future before the end of the simulation ( prop_2 ) , till then ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3))
5054,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Until (prop_3) and (prop_1) happen at the same time, if (prop_4) happens then (prop_2) should also happen .",((prop_3 -> prop_1) U (prop_4 & prop_2))
5055,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that when ( prop_3 ) and ( prop_2 ) happen, then ( prop_4 ) will be true and the transition action ( prop_1 ) will take place.",G((prop_3 & prop_2) -> (prop_4 & prop_1))
5056,"['prop_1', 'prop_2']",( prop_1 ) or whenever ( prop_2 ),(prop_1 | F prop_2)
5057,"['prop_1', 'prop_2']",( prop_1 ) and at any time ( prop_2 ),(prop_1 & F prop_2)
5058,"['prop_1', 'prop_2', 'prop_3']","If ( prop_3 ) does not happen until ( prop_1 ) is detected , then ( prop_2 ) .",((~prop_3 U prop_1) -> prop_2)
5059,"['prop_1', 'prop_2']",at any time ( prop_1 ) or whenever ( prop_2 ),F(prop_1 | F prop_2)
5060,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_2 ) , and ( prop_1 ) , then the following condition is true : eventually after sometime in the future before the simulation ends , ( prop_3 ) and this condition will continue consecutively within the next 3 to 3 time units .",G((prop_2 & prop_1) -> F( G prop_3))
